date,gross_ret,cost_ret,gross_leverage,n_long,n_short,portfolio_turnover,net_ret,equity,cum_ret
2020-01-27,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-01-28,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-01-29,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-01-30,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-01-31,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-03,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-04,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-05,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-06,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-07,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-10,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-11,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-12,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-13,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-14,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-17,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-18,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-19,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
2020-02-20,0.0,0.0,0.0,0,0,0.0,0.0,989247.6588984847,-0.01075234110151535
