regime,n_days,avg_gross_leverage,avg_turnover,avg_n_long,avg_n_short,frac_invested,alpha_ann__benchmark_bh,alpha_ann__strategy_net,ann_mean_arith__active,ann_mean_arith__benchmark_bh,ann_mean_arith__strategy_net,ann_mean_arith_invested__active,ann_mean_arith_invested__benchmark_bh,ann_mean_arith_invested__strategy_net,ann_return__active,ann_return__benchmark_bh,ann_return__strategy_net,ann_return_cost__strategy_net,ann_return_gross__strategy_net,ann_return_invested__active,ann_return_invested__benchmark_bh,ann_return_invested__strategy_net,ann_vol__active,ann_vol__benchmark_bh,ann_vol__strategy_net,ann_vol_invested__active,ann_vol_invested__benchmark_bh,ann_vol_invested__strategy_net,beta__benchmark_bh,beta__strategy_net,corr_with_benchmark__benchmark_bh,corr_with_benchmark__strategy_net,hit_rate__active,hit_rate__benchmark_bh,hit_rate__strategy_net,hit_rate_invested__active,hit_rate_invested__benchmark_bh,hit_rate_invested__strategy_net,max_drawdown_masked__active,max_drawdown_masked__benchmark_bh,max_drawdown_masked__strategy_net,sharpe_invested__active,sharpe_invested__benchmark_bh,sharpe_invested__strategy_net,sharpe_or_ir__active,sharpe_or_ir__benchmark_bh,sharpe_or_ir__strategy_net
BEAR,461,0.9934924078091106,0.32994070282573534,4.494577006507592,2.9197396963123645,0.9934924078091106,0.0,-0.08732023779395484,0.003919949284257061,-0.14062084687786983,-0.13670089759361387,0.005855491798134727,-0.1423513734371206,-0.1364958816389869,-0.05384466377820396,-0.16976238691325385,-0.16734867705810952,-0.07981083827951496,-0.09554090343709054,-0.052166625843106496,-0.17126812470105035,-0.16743079050940812,0.34420466848568876,0.29956339909080987,0.3029255484293241,0.3446853921444919,0.2998257418803635,0.30391539768512166,1.0,0.3511617295445993,1.0,0.3472642102273229,0.5140997830802603,0.49023861171366595,0.5010845986984815,0.5131004366812227,0.4912663755458515,0.5043668122270742,-0.3690844914883644,-0.45830235991418034,-0.46695872505198044,-0.15134562424751172,-0.5712255513050303,-0.5509124966510534,-0.15643211353027509,-0.5666993612320174,-0.5524416079324317
BULL,816,0.9998774509803922,0.3466528127373716,2.7941176470588234,4.807598039215686,1.0,0.0,-0.06693826336687618,-0.31358786230537233,0.21970846032852911,-0.09387940197684344,-0.31358786230537233,0.21970846032852911,-0.09387940197684344,-0.2995145640233047,0.2208945428396727,-0.10486546011759779,-0.08367884081376531,-0.023402689700268042,-0.2995145640233047,0.2208945428396727,-0.10486546011759779,0.2893541586418423,0.2003782500899744,0.18365039622642174,0.2893541586418423,0.2003782500899744,0.18365039622642174,1.0,-0.12262221750442509,1.0,-0.13379130059374167,0.46568627450980393,0.5159313725490197,0.47794117647058826,0.46568627450980393,0.5159313725490197,0.47794117647058826,-0.6807554154581241,-0.131761353288409,-0.39293964081735244,-1.0351140810595323,1.1023878227326869,-0.5710059018239724,-1.0351140810595323,1.1023878227326869,-0.5710059018239724
NORMAL,227,1.0004405286343612,0.38920180406964544,3.4317180616740086,4.215859030837004,1.0,0.0,-0.2229216968172839,-0.33735535115011467,0.1607598613068835,-0.1765954898432305,-0.33735535115011467,0.1607598613068835,-0.1765954898432305,-0.3407916245346254,0.12967426442318697,-0.21211938956008758,-0.09346194404041075,-0.13116836019045652,-0.3407916245346254,0.12967426442318697,-0.21211938956008758,0.38963889071889274,0.27725874104179893,0.34532699902116626,0.38963889071889274,0.27725874104179893,0.34532699902116626,1.0,0.28817023476786124,1.0,0.2313682878081583,0.5022026431718062,0.5242290748898678,0.5022026431718062,0.5022026431718062,0.5242290748898678,0.5022026431718062,-0.3778922246557038,-0.2489998819796585,-0.3053748406579154,-0.8746345209685229,0.4677012668236763,-0.614256603628858,-0.8746345209685229,0.4677012668236763,-0.614256603628858
